id,kind,text,repr,byte_len,char_len,byte_hex,left_id,right_id,flags,categories,decode_ok,decode_error
5533,merge, 있지만,' 있지만',10,4,20 ec 9e 88 ec a7 80 eb a7 8c,431,436,contains_whitespace,hangul;whitespace,True,
5534,merge, 너무나도,' 너무나도',13,5,20 eb 84 88 eb ac b4 eb 82 98 eb 8f 84,452,1824,contains_whitespace,hangul;whitespace,True,
5535,merge,와의,'와의',6,2,ec 99 80 ec 9d 98,509,310,,hangul,True,
5536,merge, 인해,' 인해',7,3,20 ec 9d b8 ed 95 b4,580,355,contains_whitespace,hangul;whitespace,True,
5537,merge,을땐,'을땐',6,2,ec 9d 84 eb 95 90,318,2799,,hangul,True,
5538,merge,뎀,'뎀',3,1,eb 8e 80,3019,132,,hangul,True,
5539,merge,리지,'리지',6,2,eb a6 ac ec a7 80,332,286,,hangul,True,
5540,merge,젼,'젼',3,1,ec a0 bc,278,192,,hangul,True,
5541,merge,을 남,'을 남',7,3,ec 9d 84 20 eb 82 a8,318,649,contains_whitespace,hangul;whitespace,True,
5542,merge, 안보고,' 안보고',10,4,20 ec 95 88 eb b3 b4 ea b3 a0,2015,277,contains_whitespace,hangul;whitespace,True,
5543,merge, 오빠,' 오빠',7,3,20 ec 98 a4 eb b9 a0,640,1203,contains_whitespace,hangul;whitespace,True,
5544,merge, 아쉬웠,' 아쉬웠',10,4,20 ec 95 84 ec 89 ac ec 9b a0,1615,1117,contains_whitespace,hangul;whitespace,True,
5545,merge,화이팅,'화이팅',9,3,ed 99 94 ec 9d b4 ed 8c 85,279,2953,,hangul,True,
5546,merge, 어머니,' 어머니',10,4,20 ec 96 b4 eb a8 b8 eb 8b 88,455,2687,contains_whitespace,hangul;whitespace,True,
5547,merge, !!\n,' !!\n',4,4,20 21 21 0a,36,980,contains_whitespace;control_char,control;punct_symbol;whitespace,True,
5548,merge, 척,' 척',4,2,20 ec b2 99,606,157,contains_whitespace,hangul;whitespace,True,
5549,merge, 눈물을,' 눈물을',10,4,20 eb 88 88 eb ac bc ec 9d 84,1253,318,contains_whitespace,hangul;whitespace,True,
5550,merge, 어두,' 어두',7,3,20 ec 96 b4 eb 91 90,455,846,contains_whitespace,hangul;whitespace,True,
5551,merge, 잘 표현,' 잘 표현',11,5,20 ec 9e 98 20 ed 91 9c ed 98 84,549,1491,contains_whitespace,hangul;whitespace,True,
5552,merge,녕,'녕',3,1,eb 85 95,454,153,,hangul,True,
5553,merge,\n케,'\n케',4,2,0a ec bc 80,353,1906,contains_whitespace;control_char,control;hangul;whitespace,True,
5554,merge,하구,'하구',6,2,ed 95 98 ea b5 ac,289,541,,hangul,True,
5555,merge,지않은,'지않은',9,3,ec a7 80 ec 95 8a ec 9d 80,1289,313,,hangul,True,
5556,merge,한 내용,'한 내용',10,4,ed 95 9c 20 eb 82 b4 ec 9a a9,304,773,contains_whitespace,hangul;whitespace,True,
5557,merge,관이,'관이',6,2,ea b4 80 ec 9d b4,825,267,,hangul,True,
5558,merge, 뮤지컬,' 뮤지컬',10,4,20 eb ae a4 ec a7 80 ec bb ac,3501,4250,contains_whitespace,hangul;whitespace,True,
5559,merge,le,'le',2,2,6c 65,112,105,,english,True,
5560,merge," 연출,","' 연출,'",8,4,20 ec 97 b0 ec b6 9c 2c,1033,48,contains_whitespace,hangul;punct_symbol;whitespace,True,
5561,merge,뮤,'뮤',3,1,eb ae a4,239,2653,,hangul,True,
5562,merge, 바꾸,' 바꾸',7,3,20 eb b0 94 ea be b8,833,1811,contains_whitespace,hangul;whitespace,True,
5563,merge,움이,'움이',6,2,ec 9b 80 ec 9d b4,894,267,,hangul,True,
5564,merge,화는,'화는',6,2,ed 99 94 eb 8a 94,279,272,,hangul,True,
5565,merge,hh,'hh',2,2,68 68,108,108,,english,True,
5566,merge, 센,' 센',4,2,20 ec 84 bc,470,192,contains_whitespace,hangul;whitespace,True,
5567,merge, 더이상,' 더이상',10,4,20 eb 8d 94 ec 9d b4 ec 83 81,566,1613,contains_whitespace,hangul;whitespace,True,
5568,merge, 재미있네요,' 재미있네요',16,6,20 ec 9e ac eb af b8 ec 9e 88 eb 84 a4 ec 9a 94,461,3317,contains_whitespace,hangul;whitespace,True,
5569,merge,할수있,'할수있',9,3,ed 95 a0 ec 88 98 ec 9e 88,1505,421,,hangul,True,
5570,merge,하지마,'하지마',9,3,ed 95 98 ec a7 80 eb a7 88,1144,400,,hangul,True,
5571,merge,쯧,'쯧',3,1,ec af a7,1887,171,,hangul,True,
5572,merge, 채널,' 채널',7,3,20 ec b1 84 eb 84 90,2619,3044,contains_whitespace,hangul;whitespace,True,
5573,merge, 우리가,' 우리가',10,4,20 ec 9a b0 eb a6 ac ea b0 80,1329,290,contains_whitespace,hangul;whitespace,True,
5574,merge, 음악과,' 음악과',10,4,20 ec 9d 8c ec 95 85 ea b3 bc,1455,441,contains_whitespace,hangul;whitespace,True,
5575,merge, 기억에 남는,' 기억에 남는',17,7,20 ea b8 b0 ec 96 b5 ec 97 90 20 eb 82 a8 eb 8a 94,2659,272,contains_whitespace,hangul;whitespace,True,
5576,merge, 겨울,' 겨울',7,3,20 ea b2 a8 ec 9a b8,3064,861,contains_whitespace,hangul;whitespace,True,
5577,merge,훈훈,'훈훈',6,2,ed 9b 88 ed 9b 88,1297,1297,,hangul,True,
5578,merge,장에서,'장에서',9,3,ec 9e a5 ec 97 90 ec 84 9c,425,463,,hangul,True,
5579,merge,,b' \xed\x84',3,0,20 ed 84,297,136,invalid_utf8,invalid_utf8,False,'utf-8' codec can't decode bytes in position 1-2: unexpected end of data
5580,merge,년이 지,'년이 지',10,4,eb 85 84 ec 9d b4 20 ec a7 80,629,2767,contains_whitespace,hangul;whitespace,True,
5581,merge,종일,'종일',6,2,ec a2 85 ec 9d bc,1541,518,,hangul,True,
5582,merge, 일깨,' 일깨',7,3,20 ec 9d bc ea b9 a8,701,2928,contains_whitespace,hangul;whitespace,True,
5583,merge,쩡,'쩡',3,1,ec a9 a1,1267,165,,hangul,True,
5584,merge, 둘다,' 둘다',7,3,20 eb 91 98 eb 8b a4,2147,268,contains_whitespace,hangul;whitespace,True,
5585,merge, 이해하기,' 이해하기',13,5,20 ec 9d b4 ed 95 b4 ed 95 98 ea b8 b0,975,1106,contains_whitespace,hangul;whitespace,True,
5586,merge, 봤을때,' 봤을때',10,4,20 eb b4 a4 ec 9d 84 eb 95 8c,480,1446,contains_whitespace,hangul;whitespace,True,
5587,merge, 그거,' 그거',7,3,20 ea b7 b8 ea b1 b0,359,385,contains_whitespace,hangul;whitespace,True,
5588,merge, 비판,' 비판',7,3,20 eb b9 84 ed 8c 90,682,941,contains_whitespace,hangul;whitespace,True,
5589,merge, 뜻,' 뜻',4,2,20 eb 9c bb,1912,191,contains_whitespace,hangul;whitespace,True,
5590,merge,수도 있,'수도 있',10,4,ec 88 98 eb 8f 84 20 ec 9e 88,415,1325,contains_whitespace,hangul;whitespace,True,
5591,merge,얼굴,'얼굴',6,2,ec 96 bc ea b5 b4,1498,1795,,hangul,True,
5592,merge, 시도,' 시도',7,3,20 ec 8b 9c eb 8f 84,472,296,contains_whitespace,hangul;whitespace,True,
5593,merge,었습니다.,'었습니다.',13,5,ec 97 88 ec 8a b5 eb 8b 88 eb 8b a4 2e,405,1015,,hangul;punct_symbol,True,
5594,merge, 밑에,' 밑에',7,3,20 eb b0 91 ec 97 90,376,2952,contains_whitespace,hangul;whitespace,True,
5595,merge,별점,'별점',6,2,eb b3 84 ec a0 90,1093,366,,hangul,True,
5596,merge, 활,' 활',4,2,20 ed 99 9c,890,160,contains_whitespace,hangul;whitespace,True,
5597,merge,영이,'영이',6,2,ec 98 81 ec 9d b4,791,267,,hangul,True,
5598,merge, 사진,' 사진',7,3,20 ec 82 ac ec a7 84,722,422,contains_whitespace,hangul;whitespace,True,
5599,merge,0대,'0대',4,2,30 eb 8c 80,52,390,,digit;hangul,True,
5600,merge,텝,'텝',3,1,ed 85 9d,831,161,,hangul,True,
5601,merge, 포르노,' 포르노',10,4,20 ed 8f ac eb a5 b4 eb 85 b8,4974,4423,contains_whitespace,hangul;whitespace,True,
5602,merge,델,'델',3,1,eb 8d b8,316,188,,hangul,True,
5603,merge,은거,'은거',6,2,ec 9d 80 ea b1 b0,313,385,,hangul,True,
5604,merge, 슬펐,' 슬펐',7,3,20 ec 8a ac ed 8e 90,1198,4588,contains_whitespace,hangul;whitespace,True,
5605,merge,잔인,'잔인',6,2,ec 9e 94 ec 9d b8,996,341,,hangul,True,
5606,merge,을 줄,'을 줄',7,3,ec 9d 84 20 ec a4 84,318,1160,contains_whitespace,hangul;whitespace,True,
5607,merge, 외계,' 외계',7,3,20 ec 99 b8 ea b3 84,1457,728,contains_whitespace,hangul;whitespace,True,
5608,merge,,b'\xa9\xeb\x8b\x88\xeb\x8b\xa4.',8,0,a9 eb 8b 88 eb 8b a4 2e,871,369,invalid_utf8,invalid_utf8,False,'utf-8' codec can't decode byte 0xa9 in position 0: invalid start byte
5609,merge, 배우들도,' 배우들도',13,5,20 eb b0 b0 ec 9a b0 eb 93 a4 eb 8f 84,735,1465,contains_whitespace,hangul;whitespace,True,
5610,merge,행복,'행복',6,2,ed 96 89 eb b3 b5,967,1136,,hangul,True,
5611,merge, 교육,' 교육',7,3,20 ea b5 90 ec 9c a1,1614,2990,contains_whitespace,hangul;whitespace,True,
5612,merge,컥,'컥',3,1,ec bb a5,1290,169,,hangul,True,
5613,merge, 속에서,' 속에서',10,4,20 ec 86 8d ec 97 90 ec 84 9c,1279,463,contains_whitespace,hangul;whitespace,True,
5614,merge,노출,'노출',6,2,eb 85 b8 ec b6 9c,820,752,,hangul,True,
5615,merge,다\n진짜,'다\n진짜',10,4,eb 8b a4 0a ec a7 84 ec a7 9c,402,690,contains_whitespace;control_char,control;hangul;whitespace,True,
5616,merge, 울고,' 울고',7,3,20 ec 9a b8 ea b3 a0,1094,277,contains_whitespace,hangul;whitespace,True,
5617,merge, 좀더,' 좀더',7,3,20 ec a2 80 eb 8d 94,765,662,contains_whitespace,hangul;whitespace,True,
5618,merge,하신,'하신',6,2,ed 95 98 ec 8b a0,289,545,,hangul,True,
5619,merge,재미도,'재미도',9,3,ec 9e ac eb af b8 eb 8f 84,678,296,,hangul,True,
5620,merge,네..\n,'네..\n',6,4,eb 84 a4 2e 2e 0a,379,487,contains_whitespace;control_char,control;hangul;punct_symbol;whitespace,True,
5621,merge, 펼,' 펼',4,2,20 ed 8e bc,1068,192,contains_whitespace,hangul;whitespace,True,
5622,merge,갓,'갓',3,1,ea b0 93,265,151,,hangul,True,
5623,merge,"스,","'스,'",4,2,ec 8a a4 2c,371,48,,hangul;punct_symbol,True,
5624,merge, 이것도,' 이것도',10,4,20 ec 9d b4 ea b2 83 eb 8f 84,322,1173,contains_whitespace,hangul;whitespace,True,
5625,merge, 달라,' 달라',7,3,20 eb 8b ac eb 9d bc,372,1206,contains_whitespace,hangul;whitespace,True,
5626,merge,이의,'이의',6,2,ec 9d b4 ec 9d 98,267,310,,hangul,True,
5627,merge, 스포,' 스포',7,3,20 ec 8a a4 ed 8f ac,494,815,contains_whitespace,hangul;whitespace,True,
5628,merge,tv 전기세가,'tv 전기세가',15,7,74 76 20 ec a0 84 ea b8 b0 ec 84 b8 ea b0 80,3713,3778,contains_whitespace,english;hangul;whitespace,True,
5629,merge,",,,\n","',,,\n'",4,4,2c 2c 2c 0a,1886,14,contains_whitespace;control_char;repeated_run,control;punct_symbol;whitespace,True,
5630,merge, 위로,' 위로',7,3,20 ec 9c 84 eb a1 9c,536,721,contains_whitespace,hangul;whitespace,True,
5631,merge, 과장,' 과장',7,3,20 ea b3 bc ec 9e a5,1380,425,contains_whitespace,hangul;whitespace,True,
5632,merge, 볼만한,' 볼만한',10,4,20 eb b3 bc eb a7 8c ed 95 9c,1311,304,contains_whitespace,hangul;whitespace,True,
5633,merge,시원,'시원',6,2,ec 8b 9c ec 9b 90,365,736,,hangul,True,
5634,merge, 이런 쓰레기,' 이런 쓰레기',17,7,20 ec 9d b4 eb 9f b0 20 ec 93 b0 eb a0 88 ea b8 b0,631,839,contains_whitespace,hangul;whitespace,True,
5635,merge, 그렇고,' 그렇고',10,4,20 ea b7 b8 eb a0 87 ea b3 a0,1646,277,contains_whitespace,hangul;whitespace,True,
5636,merge, 욕망,' 욕망',7,3,20 ec 9a 95 eb a7 9d,1433,727,contains_whitespace,hangul;whitespace,True,
5637,merge,독특,'독특',6,2,eb 8f 85 ed 8a b9,1579,1442,,hangul,True,
5638,merge,하고 싶은,'하고 싶은',13,5,ed 95 98 ea b3 a0 20 ec 8b b6 ec 9d 80,2391,313,contains_whitespace,hangul;whitespace,True,
5639,merge,어가는,'어가는',9,3,ec 96 b4 ea b0 80 eb 8a 94,327,1238,,hangul,True,
5640,merge,것도 아니고,'것도 아니고',16,6,ea b2 83 eb 8f 84 20 ec 95 84 eb 8b 88 ea b3 a0,1173,1761,contains_whitespace,hangul;whitespace,True,
5641,merge,습니다...,'습니다...',12,6,ec 8a b5 eb 8b 88 eb 8b a4 2e 2e 2e,557,971,repeated_run,hangul;punct_symbol,True,
5642,merge,심으로,'심으로',9,3,ec 8b ac ec 9c bc eb a1 9c,673,432,,hangul,True,
5643,merge, ㅅㅂ,' ㅅㅂ',7,3,20 e3 85 85 e3 85 82,3681,3180,contains_whitespace,hangul;whitespace,True,
5644,merge,어른,'어른',6,2,ec 96 b4 eb a5 b8,327,792,,hangul,True,
5645,merge,만 보,'만 보',7,3,eb a7 8c 20 eb b3 b4,328,357,contains_whitespace,hangul;whitespace,True,
5646,merge,쥐,'쥐',3,1,ec a5 90,3259,148,,hangul,True,
5647,merge,로서,'로서',6,2,eb a1 9c ec 84 9c,325,321,,hangul,True,
5648,merge, 솔,' 솔',4,2,20 ec 86 94,777,152,contains_whitespace,hangul;whitespace,True,
5649,merge,에휴,'에휴',6,2,ec 97 90 ed 9c b4,300,1777,,hangul,True,
5650,merge,었음.,'었음.',7,3,ec 97 88 ec 9d 8c 2e,405,1154,,hangul;punct_symbol,True,
5651,merge,힐,'힐',3,1,ed 9e 90,465,148,,hangul,True,
5652,merge,룩,'룩',3,1,eb a3 a9,486,173,,hangul,True,
5653,merge,늦,'늦',3,1,eb 8a a6,269,170,,hangul,True,
5654,merge,테이,'테이',6,2,ed 85 8c ec 9d b4,831,922,,hangul,True,
5655,merge, 삶의,' 삶의',7,3,20 ec 82 b6 ec 9d 98,1720,310,contains_whitespace,hangul;whitespace,True,
5656,merge,아쉽,'아쉽',6,2,ec 95 84 ec 89 bd,338,3496,,hangul,True,
5657,merge,체가,'체가',6,2,ec b2 b4 ea b0 80,683,290,,hangul,True,
5658,merge,올라,'올라',6,2,ec 98 ac eb 9d bc,360,1206,,hangul,True,
5659,merge, 연기에,' 연기에',10,4,20 ec 97 b0 ea b8 b0 ec 97 90,527,300,contains_whitespace,hangul;whitespace,True,
5660,merge, 생각없이,' 생각없이',13,5,20 ec 83 9d ea b0 81 ec 97 86 ec 9d b4,581,1109,contains_whitespace,hangul;whitespace,True,
5661,merge, 전작,' 전작',7,3,20 ec a0 84 ec 9e 91,543,423,contains_whitespace,hangul;whitespace,True,
5662,merge, 달려,' 달려',7,3,20 eb 8b ac eb a0 a4,372,1941,contains_whitespace,hangul;whitespace,True,
5663,merge, 술,' 술',4,2,20 ec 88 a0,1107,164,contains_whitespace,hangul;whitespace,True,
5664,merge, 뒤로,' 뒤로',7,3,20 eb 92 a4 eb a1 9c,2022,325,contains_whitespace,hangul;whitespace,True,
5665,merge,ad,'ad',2,2,61 64,101,104,,english,True,
5666,merge, 아직까지,' 아직까지',13,5,20 ec 95 84 ec a7 81 ea b9 8c ec a7 80,1534,634,contains_whitespace,hangul;whitespace,True,
5667,merge,덤,'덤',3,1,eb 8d a4,316,168,,hangul,True,
5668,merge, 한방,' 한방',7,3,20 ed 95 9c eb b0 a9,469,1032,contains_whitespace,hangul;whitespace,True,
5669,merge, 겪,' 겪',4,2,20 ea b2 aa,587,174,contains_whitespace,hangul;whitespace,True,
5670,merge, 플롯,' 플롯',7,3,20 ed 94 8c eb a1 af,3452,3711,contains_whitespace,hangul;whitespace,True,
5671,merge, 해피엔딩,' 해피엔딩',13,5,20 ed 95 b4 ed 94 bc ec 97 94 eb 94 a9,4390,2645,contains_whitespace,hangul;whitespace,True,
5672,merge,빗,'빗',3,1,eb b9 97,676,155,,hangul,True,
5673,merge,,b' \xec\x8a\xa4\xeb\xa6\xb4\xeb\x9f\xac\xeb',11,0,20 ec 8a a4 eb a6 b4 eb 9f ac eb,1296,1471,invalid_utf8,invalid_utf8,False,'utf-8' codec can't decode byte 0xeb in position 10: unexpected end of data
5674,merge,인듯\n,'인듯\n',7,3,ec 9d b8 eb 93 af 0a,1645,14,contains_whitespace;control_char,control;hangul;whitespace,True,
5675,merge, 헐리웃,' 헐리웃',10,4,20 ed 97 90 eb a6 ac ec 9b 83,2433,3687,contains_whitespace,hangul;whitespace,True,
5676,merge, 압권,' 압권',7,3,20 ec 95 95 ea b6 8c,2946,1847,contains_whitespace,hangul;whitespace,True,
5677,merge, 남자가,' 남자가',10,4,20 eb 82 a8 ec 9e 90 ea b0 80,1362,290,contains_whitespace,hangul;whitespace,True,
5678,merge, 니콜,' 니콜',7,3,20 eb 8b 88 ec bd 9c,2334,2905,contains_whitespace,hangul;whitespace,True,
5679,merge,\n2,'\n2',2,2,0a 32,14,54,contains_whitespace;control_char,control;digit;whitespace,True,
5680,merge, 무비,' 무비',7,3,20 eb ac b4 eb b9 84,554,624,contains_whitespace,hangul;whitespace,True,
5681,merge, 대중,' 대중',7,3,20 eb 8c 80 ec a4 91,513,559,contains_whitespace,hangul;whitespace,True,
5682,merge, 좋았다,' 좋았다',10,4,20 ec a2 8b ec 95 98 eb 8b a4,860,268,contains_whitespace,hangul;whitespace,True,
5683,merge, 봤습니다.,' 봤습니다.',14,6,20 eb b4 a4 ec 8a b5 eb 8b 88 eb 8b a4 2e,480,1015,contains_whitespace,hangul;punct_symbol;whitespace,True,
5684,merge,인거같,'인거같',9,3,ec 9d b8 ea b1 b0 ea b0 99,341,2049,,hangul,True,
5685,merge,인도,'인도',6,2,ec 9d b8 eb 8f 84,341,296,,hangul,True,
5686,merge, 여행,' 여행',7,3,20 ec 97 ac ed 96 89,622,967,contains_whitespace,hangul;whitespace,True,
5687,merge,위로,'위로',6,2,ec 9c 84 eb a1 9c,342,721,,hangul,True,
5688,merge,난다.,'난다.',7,3,eb 82 9c eb 8b a4 2e,615,369,,hangul;punct_symbol,True,
5689,merge,배우들이,'배우들이',12,4,eb b0 b0 ec 9a b0 eb 93 a4 ec 9d b4,994,593,,hangul,True,
5690,merge,~!!\n,'~!!\n',4,4,7e 21 21 0a,130,980,contains_whitespace;control_char,control;punct_symbol;whitespace,True,
5691,merge, 타이,' 타이',7,3,20 ed 83 80 ec 9d b4,1796,267,contains_whitespace,hangul;whitespace,True,
5692,merge,았음,'았음',6,2,ec 95 98 ec 9d 8c,467,370,,hangul,True,
5693,merge,구나\n,'구나\n',7,3,ea b5 ac eb 82 98 0a,1256,14,contains_whitespace;control_char,control;hangul;whitespace,True,
5694,merge, 호러,' 호러',7,3,20 ed 98 b8 eb 9f ac,1598,552,contains_whitespace,hangul;whitespace,True,
5695,merge, 깜짝,' 깜짝',7,3,20 ea b9 9c ec a7 9d,3837,1918,contains_whitespace,hangul;whitespace,True,
5696,merge, 시각,' 시각',7,3,20 ec 8b 9c ea b0 81,472,498,contains_whitespace,hangul;whitespace,True,
5697,merge, ㅈ,' ㅈ',4,2,20 e3 85 88,1786,140,contains_whitespace,hangul;whitespace,True,
5698,merge,수의,'수의',6,2,ec 88 98 ec 9d 98,415,310,,hangul,True,
5699,merge, 들어가,' 들어가',10,4,20 eb 93 a4 ec 96 b4 ea b0 80,1895,290,contains_whitespace,hangul;whitespace,True,
5700,merge,(웃음,'(웃음',7,3,28 ec 9b 83 ec 9d 8c,44,2992,,hangul;punct_symbol,True,
5701,merge,한다고,'한다고',9,3,ed 95 9c eb 8b a4 ea b3 a0,304,778,,hangul,True,
5702,merge,는 영화를,'는 영화를',13,5,eb 8a 94 20 ec 98 81 ed 99 94 eb a5 bc,537,382,contains_whitespace,hangul;whitespace,True,
5703,merge,.ㅋ.ㅋ,'.ㅋ.ㅋ',8,4,2e e3 85 8b 2e e3 85 8b,4645,4645,,hangul;punct_symbol,True,
5704,merge,\n이제,'\n이제',7,3,0a ec 9d b4 ec a0 9c,558,510,contains_whitespace;control_char,control;hangul;whitespace,True,
5705,merge, 견자단,' 견자단',10,4,20 ea b2 ac ec 9e 90 eb 8b a8,3745,4110,contains_whitespace,hangul;whitespace,True,
5706,merge,말도,'말도',6,2,eb a7 90 eb 8f 84,381,296,,hangul,True,
5707,merge,.\n이런,'.\n이런',8,4,2e 0a ec 9d b4 eb 9f b0,311,1230,contains_whitespace;control_char,control;hangul;punct_symbol;whitespace,True,
5708,merge,웨이,'웨이',6,2,ec 9b a8 ec 9d b4,398,2192,,hangul,True,
5709,merge, 손발이,' 손발이',10,4,20 ec 86 90 eb b0 9c ec 9d b4,1499,3598,contains_whitespace,hangul;whitespace,True,
5710,merge,을 알,'을 알',7,3,ec 9d 84 20 ec 95 8c,318,630,contains_whitespace,hangul;whitespace,True,
5711,merge, 많아,' 많아',7,3,20 eb a7 8e ec 95 84,675,338,contains_whitespace,hangul;whitespace,True,
5712,merge,요소,'요소',6,2,ec 9a 94 ec 86 8c,326,595,,hangul,True,
5713,merge,ㅋㅋㅋㅋㅋㅋㅋ,'ㅋㅋㅋㅋㅋㅋㅋ',21,7,e3 85 8b e3 85 8b e3 85 8b e3 85 8b e3 85 8b e3 85 8b e3 85 8b,584,1240,repeated_run,hangul,True,
5714,merge,시대를,'시대를',9,3,ec 8b 9c eb 8c 80 eb a5 bc,2283,382,,hangul,True,
5715,merge,재밌다,'재밌다',9,3,ec 9e ac eb b0 8c eb 8b a4,783,268,,hangul,True,
5716,merge, 연기와,' 연기와',10,4,20 ec 97 b0 ea b8 b0 ec 99 80,527,509,contains_whitespace,hangul;whitespace,True,
5717,merge,조연,'조연',6,2,ec a1 b0 ec 97 b0,862,483,,hangul,True,
5718,merge, 탄생,' 탄생',7,3,20 ed 83 84 ec 83 9d,2362,592,contains_whitespace,hangul;whitespace,True,
5719,merge,이 정말,'이 정말',10,4,ec 9d b4 20 ec a0 95 eb a7 90,267,532,contains_whitespace,hangul;whitespace,True,
5720,merge,칸,'칸',3,1,ec b9 b8,419,188,,hangul,True,
5721,merge, 늦,' 늦',4,2,20 eb 8a a6,560,170,contains_whitespace,hangul;whitespace,True,
5722,merge,은 너무,'은 너무',10,4,ec 9d 80 20 eb 84 88 eb ac b4,313,452,contains_whitespace,hangul;whitespace,True,
5723,merge,근래,'근래',6,2,ea b7 bc eb 9e 98,1138,525,,hangul,True,
5724,merge, 조작,' 조작',7,3,20 ec a1 b0 ec 9e 91,747,423,contains_whitespace,hangul;whitespace,True,
5725,merge, 상업,' 상업',7,3,20 ec 83 81 ec 97 85,814,1661,contains_whitespace,hangul;whitespace,True,
5726,merge, 영혼,' 영혼',7,3,20 ec 98 81 ed 98 bc,879,1622,contains_whitespace,hangul;whitespace,True,
5727,merge,시나,'시나',6,2,ec 8b 9c eb 82 98,365,320,,hangul,True,
5728,merge, 한다.\n,' 한다.\n',9,5,20 ed 95 9c eb 8b a4 2e 0a,469,388,contains_whitespace;control_char,control;hangul;punct_symbol;whitespace,True,
5729,merge,을 수 없,'을 수 없',11,5,ec 9d 84 20 ec 88 98 20 ec 97 86,318,1816,contains_whitespace,hangul;whitespace,True,
5730,merge, 분들은,' 분들은',10,4,20 eb b6 84 eb 93 a4 ec 9d 80,995,917,contains_whitespace,hangul;whitespace,True,
5731,merge,갑자기,'갑자기',9,3,ea b0 91 ec 9e 90 ea b8 b0,2036,1782,,hangul,True,
5732,merge,시카,'시카',6,2,ec 8b 9c ec b9 b4,365,1210,,hangul,True,
5733,merge,버림,'버림',6,2,eb b2 84 eb a6 bc,685,1193,,hangul,True,
5734,merge,트가,'트가',6,2,ed 8a b8 ea b0 80,639,290,,hangul,True,
5735,merge,성에,'성에',6,2,ec 84 b1 ec 97 90,500,300,,hangul,True,
5736,merge,퓨터,'퓨터',6,2,ed 93 a8 ed 84 b0,4773,547,,hangul,True,
5737,merge,,b' \xec\x8c',3,0,20 ec 8c,260,144,invalid_utf8,invalid_utf8,False,'utf-8' codec can't decode bytes in position 1-2: unexpected end of data
5738,merge, 패러디,' 패러디',10,4,20 ed 8c a8 eb 9f ac eb 94 94,2279,4868,contains_whitespace,hangul;whitespace,True,
5739,merge,조금,'조금',6,2,ec a1 b0 ea b8 88,862,638,,hangul,True,
5740,merge, 꽝,' 꽝',4,2,20 ea bd 9d,1758,161,contains_whitespace,hangul;whitespace,True,
5741,merge, 뉴,' 뉴',4,2,20 eb 89 b4,261,3926,contains_whitespace,hangul;whitespace,True,
5742,merge, 옥,' 옥',4,2,20 ec 98 a5,456,169,contains_whitespace,hangul;whitespace,True,
5743,merge,할까,'할까',6,2,ed 95 a0 ea b9 8c,478,399,,hangul,True,
5744,merge, 해결,' 해결',7,3,20 ed 95 b4 ea b2 b0,753,1089,contains_whitespace,hangul;whitespace,True,
5745,merge, 그렇다고,' 그렇다고',13,5,20 ea b7 b8 eb a0 87 eb 8b a4 ea b3 a0,1646,778,contains_whitespace,hangul;whitespace,True,
5746,merge,버그,'버그',6,2,eb b2 84 ea b7 b8,685,460,,hangul,True,
5747,merge,지나,'지나',6,2,ec a7 80 eb 82 98,286,320,,hangul,True,
5748,merge,도 잘,'도 잘',7,3,eb 8f 84 20 ec 9e 98,296,549,contains_whitespace,hangul;whitespace,True,
5749,merge, 슬프고,' 슬프고',10,4,20 ec 8a ac ed 94 84 ea b3 a0,2149,277,contains_whitespace,hangul;whitespace,True,
5750,merge,바이,'바이',6,2,eb b0 94 ec 9d b4,805,267,,hangul,True,
5751,merge, 쓸데없는,' 쓸데없는',13,5,20 ec 93 b8 eb 8d b0 ec 97 86 eb 8a 94,4357,933,contains_whitespace,hangul;whitespace,True,
5752,merge, 심하게,' 심하게',10,4,20 ec 8b ac ed 95 98 ea b2 8c,1153,621,contains_whitespace,hangul;whitespace,True,
5753,merge, 담겨,' 담겨',7,3,20 eb 8b b4 ea b2 a8,1582,974,contains_whitespace,hangul;whitespace,True,
5754,merge, 감동도 없고,' 감동도 없고',17,7,20 ea b0 90 eb 8f 99 eb 8f 84 20 ec 97 86 ea b3 a0,680,1447,contains_whitespace,hangul;whitespace,True,
5755,merge, 사극,' 사극',7,3,20 ec 82 ac ea b7 b9,722,953,contains_whitespace,hangul;whitespace,True,
5756,merge,드라마를,'드라마를',12,4,eb 93 9c eb 9d bc eb a7 88 eb a5 bc,2628,829,,hangul,True,
5757,merge,이영화,'이영화',9,3,ec 9d b4 ec 98 81 ed 99 94,267,367,,hangul,True,
5758,merge, 수입,' 수입',7,3,20 ec 88 98 ec 9e 85,531,583,contains_whitespace,hangul;whitespace,True,
5759,merge,졸작,'졸작',6,2,ec a1 b8 ec 9e 91,2710,423,,hangul,True,
5760,merge,이름,'이름',6,2,ec 9d b4 eb a6 84,267,636,,hangul,True,
5761,merge,먹는,'먹는',6,2,eb a8 b9 eb 8a 94,1099,272,,hangul,True,
5762,merge, 국민,' 국민',7,3,20 ea b5 ad eb af bc,2019,947,contains_whitespace,hangul;whitespace,True,
5763,merge,,b' \xec\x96\xb4\xeb\x94',6,0,20 ec 96 b4 eb 94,455,459,invalid_utf8,invalid_utf8,False,'utf-8' codec can't decode bytes in position 4-5: unexpected end of data
5764,merge, 도망,' 도망',7,3,20 eb 8f 84 eb a7 9d,997,727,contains_whitespace,hangul;whitespace,True,
